client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
d5bd3e938095ba26210c9dfd509f82de564adb477228ece72c6bef60f949909b4da80e0978eee3ae9a00bdfb6fdd284e17f2ad2a81a49a751db588f80bcfbf45	common_voice_pl_20603086.mp3	245bbedbebe360dbe23eb6f4f7a2afa9d280d10f4042438f2267dfb49d8d6520	Gdy kochamy kobiety, jest to dobre.		1	7					pl	
d5bd3e938095ba26210c9dfd509f82de564adb477228ece72c6bef60f949909b4da80e0978eee3ae9a00bdfb6fdd284e17f2ad2a81a49a751db588f80bcfbf45	common_voice_pl_20603089.mp3	31f31d237d17c76d7a25aac662bcabcf31f58349fdea8788daa16f43779b07ef	— Tak — to włosy z warkocza mej narzeczonej.		4	7					pl	
89b383f2df57564e6b2c52d5d8f632a7921cff22dd21c731726814c68790352ce68e87811d4ced23d373b5a4f2bd6aaacf71495b791caed57077cac2232d07a7	common_voice_pl_20603104.mp3	278d9a682488bc1d8c74b82d207c775e2809725f3aed6c79461b8d3e66745cde	A i te były za duże.		0	4					pl	
8019bab80b4195c607afc95d1e583c26659b442ffb7a129628f82766e55314f96e9aa4db56eb9e7500069b31f9f8b40a174f65a7cf071929d6bb84e4e5edc161	common_voice_pl_20603109.mp3	1d0d2dad045f4188b62b6e63f9bf78530a19be09026a0b92417c29cc107f83eb	Ale oczywiście, wystarczy to, aby głupiemu chłopu zabić ćwieka w głowę.		0	3					pl	
89b383f2df57564e6b2c52d5d8f632a7921cff22dd21c731726814c68790352ce68e87811d4ced23d373b5a4f2bd6aaacf71495b791caed57077cac2232d07a7	common_voice_pl_20603114.mp3	08baa700b770bd07078578355252c911bc479dfeb399b30b77868fa32810501b	Masz prawo zachować milczenie.		1	4					pl	
e53c814aad2b3595df103d4c5b244fff85463f2f12e2e396d3c25d86a02030a178eb0cf701fc07af20f0c8ac0bd98b38435d56990a74de425f786bf069f1470f	common_voice_pl_20603121.mp3	0df771b4c03f100f83797c4052ac0a00a4ff929ac913d0c7ba38c1c5afeb3fe1	— Pomyliłeś się, bratku!		1	3					pl	
014c5ee427df8f5543e0f8839afdeff161d7c7fa323f5972bf6f105049d0867235efeed8711d6e44f57454c00962f1fb31bcaff8322d70deb41ff546aa567cc0	common_voice_pl_20603125.mp3	00668edd2ab83cb9955dd62995dee49fb9a8172d318255b43c0e48298e0c4c12	A nawet skończona z pointą.		0	2	thirties	male_masculine			pl	
859d334a26f152e40ad094b99cc8ce7972bc059078f51e3b43d47fc8cb89212df7ae8fe9357d7ec9fb42d87fea29c237bedcc605a86bf8a2086ca5aaa03e1ce2	common_voice_pl_20603156.mp3	1fafb5377ceb6e873243ce7f22f119bb05947fc61cfd360adc3bf4aeff6e2354	Nie nagromadzaj przeszkód! — ostrzegł ją zawczasu kulawiec.		0	3					pl	
e769945eafbdde598cadea4a5f41ae5b7734da21af55407b93934466e42d04091f9ffcf28bfd15552c50c945ad762c3e6e90250e3a50a820f4af1b41eeba9a19	common_voice_pl_20603176.mp3	203ddcf4522e602739637cf9780be1a944c5eab0952f0dc80a3b12d7d6075db4	— Mógłbyś zagrać? Zagrał go.		1	2					pl	
9aaf6c7732224697b1863a2263ecb8c194080f929a2ceba7d7d4e6a0a3973b6a64e897c4d5fbc56359c0181e4034d91e62242006b83c866daff77ff66258e1b8	common_voice_pl_20603378.mp3	34c2b3673d78f9de905bdd4889148696cd2571c6ef4f3cc28cde397799113c80	Nie kupuj mu tyle zabawek, ma ich już dość.		13	16	thirties	male_masculine			pl	
bf705962db01909164dc6a38bbc48ffc0be7d474a66d2043d9b2f2d211b5d108cf4ff06b8cfed1c3f80fc30fac36a673e2430d0051050f1aeb7bd1bcb67da7f3	common_voice_pl_20603379.mp3	3b57d0e159c48001c0e8a9ff95791aa2d20c06b5b7132ef4e099d83f2313b31f	Stał jeszcze chwilkę, ściskając nerwowo pałkę w dłoni.		5	11					pl	
9aaf6c7732224697b1863a2263ecb8c194080f929a2ceba7d7d4e6a0a3973b6a64e897c4d5fbc56359c0181e4034d91e62242006b83c866daff77ff66258e1b8	common_voice_pl_20603390.mp3	264b4e96f4bf691e5260b77d126359960b86c60b9a5f4418fd39035ab04131ad	Lepiej sprawdź to w słowniku.		0	4	thirties	male_masculine			pl	
9aaf6c7732224697b1863a2263ecb8c194080f929a2ceba7d7d4e6a0a3973b6a64e897c4d5fbc56359c0181e4034d91e62242006b83c866daff77ff66258e1b8	common_voice_pl_20603392.mp3	31c874ef0d3812fa7a6f8f55240943f1283f017d36c1875a536179e301691534	Podszedł do mnie z miną czarnoksiężnika, dotknął mi sutki i też strzeliła iskra.		2	4	thirties	male_masculine			pl	
9aaf6c7732224697b1863a2263ecb8c194080f929a2ceba7d7d4e6a0a3973b6a64e897c4d5fbc56359c0181e4034d91e62242006b83c866daff77ff66258e1b8	common_voice_pl_20603416.mp3	35865b9a2508da4b5991047e5725b974a6aef0fb2f2d2082bbf9bf5f1349da14	Małe lalki nie zamykają.		1	11	thirties	male_masculine			pl	
73193c099912dee551d8eda6a9ef0047a8336c63d930176e47b4b0e47f849f728d677d3c1db8a8ecf5406267f8b6b4d2cf7c284f685c5a17319b0b228f8933aa	common_voice_pl_20603460.mp3	3aa9172567ea5c00cdcbc7d6966a370802525d9a8ecd1e4a46753c3d84104106	Kelner przyniósł lody i trzy grube, okrągłe wafle, we tknięte w usta lodów.		0	4					pl	
21868ee00661cfaf185594376ea072c088bd8f0e077829110024258109f84117476dbd242ae4a5d4a789e7a893b9b834706154637a62b41e3de2652ce1bb951c	common_voice_pl_20603476.mp3	12b610baacadcdcdf6440687bf19f805d5888c8da249f604c423efc347d96433	Żeby kózka nie skakała, to by nóżki nie złamał		2	3					pl	
31017b3bc00a1a6cab6acc8b214db97caa01e83238faa049efb7c0bb35bc5d99e71d368e3cc6cbbc13459bc376072fcdcce295ca3ad913c0faa84035fc4aef4d	common_voice_pl_20603556.mp3	3a9c8795459cc91d4e4779aec03e9a8b1a8d18cc96e7af2d2bb27fbdb5c1324c	— Gdybym był dziewczyną, tobym na pewno był kurwą — pomyślał, ale zaraz wstał.		6	11					pl	
0b3c6b0cfebe4ba05cdceda6b6c2bdcc20cc1b08026cb9d9605a16079a91192acb1040742435dcbc23aa90130fdbeaf674e9509e4ea2011ca2c1737b40562a63	common_voice_pl_20603596.mp3	290a0c61b7d1dde9d77199e2991c0f58c890e499193710cd2920a037a82c1aa6	— Jesteśmy otoczeni wrogami.		12	13					pl	
fbaafe23a2554aa640d61a94a2a261f6b34154b60885d36bc8bf9ca205019284ad6d770d02c59adbb05765b73f842d308ed577e581b4d913a6c5dce6365a8154	common_voice_pl_20603616.mp3	4328d267e0a8b13947db0de843667972b4d2f7a330998d9b2be7795b89f1666c	Kasztan zaczął z wolna wydzielać swój nocny zapach.		5	10					pl	
81d73b700f5bc62b00739b555c33b57d41fe085463507f8c561301babd938527c0a819793998caabb5685525a3b75b9084611cd1f20aedf9522a24e3e370b609	common_voice_pl_20603623.mp3	2120a90caece32dfad8519d17e4c933a26942f343b4f38dabc1560653e18f72f	Zawsze jednak słyszeli, jak nadchodziła bona.		0	7					pl	
0a62105bd9bd60b55cabc505ef37a210baa3ef1a39fa9b69459df02e97676795bdf5cdf47586094e44614860fe036a1a1c27f589c59a893fd8eac840442e2718	common_voice_pl_20603647.mp3	35efa08f8af28c3b48b5ad9c4adbb5ed7427a3dc1803db6c6e08b80aa00c9ced	Takie, co to nie chodzą po ulicy, co siedzą w domu.		1	4					pl	
2d6c882c35d2a9839b828b4f0d05c0747ed5feddb98e6d41d443c520b90718de9e56501e9433c61f15a9f8db9285886907dfd1f07822943f775bdc9e188450ef	common_voice_pl_20603707.mp3	1d03c956f6a2216e5b1a94ab4fc03ea3fd135bc117266eca751fbf9fa60a3925	Szeptać będę! — uprzedziła go z uśmiechem.		1	11					pl	
feba7ff16de09fea42327d59ed193325fd5c4514810e1e761d425adb7cdf78471d6a6623333338b24df2aeb79e59ba959e442d0721811d48186508199b00da76	common_voice_pl_20603770.mp3	0d66ab086a5b8b1b95e380594f8e1dbb24cb06ff496bdde9109ed209fbed5184	To wystarczyło, aby się Emil nią zainteresował.		6	8	thirties	male_masculine			pl	
5fc517241055b5c30172f7d4fc0e3e1106ab47fb47d736e8b4fafd5bb1b304f2b8a87b8bd10c47fa8a311ff03858b2d1d223320ef44596325ffb4d136d1a7e27	common_voice_pl_20603782.mp3	3f7e162c562777ff3f274ed0fcfeb94d8c6f888c674e50b4c822bd7c011551a0	Nie patrzył nawet, jak się koło niego zabawiał Hannibal.		9	17					pl	
357a024a3f2a423d0edd0a60ed80f570715b5b28c4f34cb72a7d4c84b786ff6d80b4952b136199a9899cb09d04c090592c6dc9119f48fb8756116a592b26645f	common_voice_pl_20603801.mp3	45950ee9ddc67dd962c23e9d7f19ef71c7f4c83a07c8fd29b559dbdbff2ec456	Zatoczyłem się tylko jak pijany i poszedłem dalej…		6	12					pl	
246e8dc9c49d974554a58972fb08b874397e8fc1d65f07446c433907ddd38f2e5087a5b26abd58bd290298077978d4adcfac14e4600319f0fe3ea2d4b354c5c5	common_voice_pl_20603856.mp3	1bf0274c5ebae038e3b9ea1c3fcdc262189bea415f49a6d61b9ed82a59b2e790	Ale zamiast zniechęcić, jeszcze bardziej rozpala się w Maciusiu niecierpliwość.		5	6					pl	
feba7ff16de09fea42327d59ed193325fd5c4514810e1e761d425adb7cdf78471d6a6623333338b24df2aeb79e59ba959e442d0721811d48186508199b00da76	common_voice_pl_20603885.mp3	411be0fa69a0984d1e7638d6b7efaa2729c34b2f655f3794894f0b0eba5682d9	— Przepraszam pana — proszę o bilet.		5	7	thirties	male_masculine			pl	
feba7ff16de09fea42327d59ed193325fd5c4514810e1e761d425adb7cdf78471d6a6623333338b24df2aeb79e59ba959e442d0721811d48186508199b00da76	common_voice_pl_20603893.mp3	225f866c668b059c0fcd7f359eb8853cd4517230dabb4bc14e51836a90cda831	W tym tkwi gra polityczna.		3	4	thirties	male_masculine			pl	
753a9e6d35697ceead2ac52e526d2248658b745e82df30618243ea41264e99fc42b57e59f3f33c649bba0b5ce21395201abec7096d11a00eeceb84f4e5fd9734	common_voice_pl_20603894.mp3	43e96dc26090b19d065d38dd1cdc7b6e5f0495c712e4aff38343969d28fb63c8	— Co to za medalion? — zapytała nagle, sięgając ręką ku mej szyi.		3	4					pl	
009f5a8ec61270d1113a6c2a3337dbeabec8203843d10ec6454cd1b2376d8ec5753bbe1f8a59f8efb17a97ea69a6b1ca89b7ae854a38076550e109f811369bb0	common_voice_pl_20603898.mp3	447912711d61103ada92ef9970dbd6ec5d8c554bcc906872eb284dce0822f4bc	Siedzieli wczoraj wieczorem w parku i trzymali się jak zakochani za ręce.		4	5					pl	
6ec1f2968b930a82c2e953805e41283c1521470a57a972546957e73e7b5c1083e22dc485ad69a19d25c4c273f7f7642b450d3758069ec93ffc8f8572b2a6197b	common_voice_pl_20603904.mp3	409ac328cdd702cf7fb67937a383df1067a332898fedd06a0423cb661960eaf2	Na szczęście istnieję.		2	5					pl	
ec46d30e3b9a4f1ef2d38267621a545e86da73b5f60ff808c623de706498c446659fda8a80affdaa887d2439a450ed0b3c01164101db6aa6b1f7f543b758c174	common_voice_pl_20603932.mp3	42d6a5bf24b9dc343452cc11ba93befa2da4bdebf748f808e9ca0540978fe3ab	— Proszę pana, tylko na parę godzin.		0	3					pl	
feba7ff16de09fea42327d59ed193325fd5c4514810e1e761d425adb7cdf78471d6a6623333338b24df2aeb79e59ba959e442d0721811d48186508199b00da76	common_voice_pl_20603940.mp3	2679301c336d48ce7c72361ea1a6cb15f0188533e8e7815fdd58739aea1a765d	— Przyjmij ode mnie sześć pensów.		5	6	thirties	male_masculine			pl	
246e8dc9c49d974554a58972fb08b874397e8fc1d65f07446c433907ddd38f2e5087a5b26abd58bd290298077978d4adcfac14e4600319f0fe3ea2d4b354c5c5	common_voice_pl_20603952.mp3	1c7081e2a9f83992436f9f2ba2ddc0de116967f7cce29a3efafc7439f690e925	Gdy deszcz minął, poszli po raz pierwszy do Emila do domu.		0	6					pl	
a5b7118f0236d5ba07c15cce3e85c630f1b631f5946aecbb62de2a9a78f019c8511fffaecc74f81d218115b2d26aa593aa55a02500ef61a0ee893a80808c0104	common_voice_pl_20603977.mp3	14cbe79761400826d0066a777f71c4e88f34134f39e2153488628e776296e42d	Nie można tego wypluć.		1	2					pl	
7d75f0107925b87aeb4dd242d3342164e7f5e6b22b5c52859260126c6487eff027c48cb8f5494f197892efe77e7dd1ee6b280c18140979cb98bc7b3168c71ea5	common_voice_pl_20604146.mp3	3f7e162c562777ff3f274ed0fcfeb94d8c6f888c674e50b4c822bd7c011551a0	Nie patrzył nawet, jak się koło niego zabawiał Hannibal.		6	7					pl	
039e9bbaf0064dcd9918b48f797683d77e33309f71ad72c52ee0626e64d1823b00943b0a3c593da1992dba0de7b2e479358aa020d25fb7c6a593de38ed21dd42	common_voice_pl_20604147.mp3	469a28b707cb40dc09441823eda75662bff0c77f5753e41f50effb7dae3f7876	Ku niemiłemu zdumieniu zauważył, że nie jest sam: miał towarzysza podróży.		0	5					pl	
039e9bbaf0064dcd9918b48f797683d77e33309f71ad72c52ee0626e64d1823b00943b0a3c593da1992dba0de7b2e479358aa020d25fb7c6a593de38ed21dd42	common_voice_pl_20604153.mp3	0508e7acb5ba8870f6e35a83f1470edc150f74efb1b0ae720e30d381d8ea6e99	Podobała mu się.		0	5					pl	
039e9bbaf0064dcd9918b48f797683d77e33309f71ad72c52ee0626e64d1823b00943b0a3c593da1992dba0de7b2e479358aa020d25fb7c6a593de38ed21dd42	common_voice_pl_20604159.mp3	33ba8a7b3248f1dfb71d07f18aa883ef9ae48c159079ae85f86979510942c4b0	To pewniejsze niż stary jeleń!		0	4					pl	
039e9bbaf0064dcd9918b48f797683d77e33309f71ad72c52ee0626e64d1823b00943b0a3c593da1992dba0de7b2e479358aa020d25fb7c6a593de38ed21dd42	common_voice_pl_20604160.mp3	478ee739126d998733c68a3e070f9972a01fbb631a38b88f2d5a09305145c4c9	Bo jej mama kazała w gnieździe posprzątać.		0	6					pl	
039e9bbaf0064dcd9918b48f797683d77e33309f71ad72c52ee0626e64d1823b00943b0a3c593da1992dba0de7b2e479358aa020d25fb7c6a593de38ed21dd42	common_voice_pl_20604163.mp3	29336a995519967837dc11da2eced942dae726a7460c3a4bf731c98eb6dca576	Podszedł do fortepianu dziwnie miękko.		0	4					pl	
e649b28316875c8a989bebfed1961622434142dbb61c2abfc63497d15972d856b729b699c7a77b1717c9518047ebc157f2ec454ca5a0ced009aa3838608a688f	common_voice_pl_20604170.mp3	4964534833a86f64c61011c343b352ca1a75a5db3534a12a355d8991386f2e39	— Teraz mieszkam w nim ja i to niech ci wystarczy.		3	5					pl	
246e8dc9c49d974554a58972fb08b874397e8fc1d65f07446c433907ddd38f2e5087a5b26abd58bd290298077978d4adcfac14e4600319f0fe3ea2d4b354c5c5	common_voice_pl_20604210.mp3	093192cde5c2113d4162ed92966f6d883813446a355daa47b2809a642cfd8c6d	Oficer stał na ulicy i wymyślał komuś ostatnimi słowy.		0	3					pl	
41b16374383035517ee3cc02486c0ca98ebd6066584d3c110b307d5d940e6a83a86bdff866f58330596a276405fbb37eaaf267ae214646b49a61139fa923548e	common_voice_pl_20604225.mp3	4bb94d5cb81e368b5c9351e700563aa1a198f2ad7bd60367585d53308accaa59	Począł zapadać wczesny, zimowy wieczór.		1	3	twenties	male_masculine			pl	
a7441a177758be1e5b12f9c8925f3571bb00681fdbd89e0868660603eaff4c81f18e507d213609f2331f65721273740e9bb0bd20211c4bd2b6bc45f631b4c203	common_voice_pl_20604228.mp3	395eab213af5a7c62608529c56f5d36ead4f9d6062458827eb0565d6dace6c78	Skąd ta kobieta znała tak dokładnie pewne szczegóły z mego życia?		2	4					pl	
ea0f0ab726ca30e4cfb6e911d524dfdbe3fc20777ed308c33c09a646075a2f35f4c218cab97c00942e97e529947191b053e238531337dfea10f26d286243aac6	common_voice_pl_20604246.mp3	27e2450e15b9e5636dc62de236293a808ef95921537dd426e50e24159337e30d	A jak wyglądasz? — spytała dziwożona.		1	6					pl	
ea0f0ab726ca30e4cfb6e911d524dfdbe3fc20777ed308c33c09a646075a2f35f4c218cab97c00942e97e529947191b053e238531337dfea10f26d286243aac6	common_voice_pl_20604265.mp3	41c63b0f990250745cda83edf6f2dde436ba5d84a760743b2afe5a66abd6f78b	Więc żeby się potem nie gniewali.		0	2					pl	
69ab3c727664c953df31f464ee860bb7672e6c96adb3c7f5d8fef45c2a1bf1d1d12a21bd9eb6b322b17a4dbabd000eeac3e7d1aa539eca99bc24b6a3034c07d0	common_voice_pl_20604281.mp3	395eab213af5a7c62608529c56f5d36ead4f9d6062458827eb0565d6dace6c78	Skąd ta kobieta znała tak dokładnie pewne szczegóły z mego życia?		0	2					pl	
9c2cdc43c02bee984ee1a0686e580b7389694071e91143c5dcf85de7c8fec54f656edfe22c01b9164eec716a89ead2b6b1769727630e0af4f177d11c0e09dc91	common_voice_pl_20604307.mp3	49bf40455ce6dcffb788f1d614732ed42e2dff724d547a0196cddc3894c6addc	Ostatkiem sił rozwahał ułomną nogę i niby potwornym taranem uderzał nią w przeciwnika.		1	4	twenties	male_masculine			pl	
113360150ec4216d68eed2a3624cf0ae37074c585a85eb2f054abb89778f52adde7b2b0084807aa0692bd6df05d4f7237904372e4bd2344b7b3b4f2affd7498f	common_voice_pl_20604327.mp3	4e541fa10d897c08731c00796c5d39bb8c623a6284e4999ae4e40c8a5c4dff4e	Zmuś się! — pisnął kulawiec i pięścią powahał w powietrzu.		2	5					pl	
d5a5d3a13af5d9c7e153ee05871f4a019d436620a615b4ccbdce3ef178997d1b3423a7a840c06fd24f6631d6e296b44f535e1da957ce3dea0537b539e792a8c5	common_voice_pl_20604345.mp3	5336fff758336eaad59313681c49ecf1354f65e72843496c694b3ef088cee893	Miasto rozprysnęło się.		2	4	thirties	male_masculine			pl	
113360150ec4216d68eed2a3624cf0ae37074c585a85eb2f054abb89778f52adde7b2b0084807aa0692bd6df05d4f7237904372e4bd2344b7b3b4f2affd7498f	common_voice_pl_20604362.mp3	3902b28819dcbcf3d23ba84c53903c0411ac368dac9d800c2c486895a7e717a7	Opuścił powoli swoje przezroczyste oczy i jego usta stały się jeszcze bardziej wąskie.		1	2					pl	
24c37f81cd0f26a9412a093ced39e3acc01e3938025f33424bb6ef5f4a300de314c77401f6b19fd4e1ca1cbed0c2d36118e8d9e291f510fd5805a4a02b28f7b2	common_voice_pl_20604375.mp3	49906cbd25868f2b1495a938ecbb96be7b0677584226e153f0b2de69df27516c	Nad wodą bełkocącą stała drewniana ka wiarenka, w której jadał truskawki ze śmietaną.		0	4					pl	
113360150ec4216d68eed2a3624cf0ae37074c585a85eb2f054abb89778f52adde7b2b0084807aa0692bd6df05d4f7237904372e4bd2344b7b3b4f2affd7498f	common_voice_pl_20604417.mp3	26ca943ada04e0264e7a393685b1568282f7cd29344b52d6165a74a93d4d02d4	Z nagłym oburzeniem kopnęła wór, tuż obok na trawie poległy.		1	2					pl	
adf97b28230f193fbf2048f296dee1fe13b95c96caaa2ce3a146c4c8d9ad37d745a7612a6d54ef64fab82e36d217a750ea16eea182a1e70b6d9df8e4849e04a3	common_voice_pl_20604418.mp3	37863b9b7eafa89d41febe6de86c0e03745398428d218cba5b391088ce5430f7	— Daj mi odejść, daj mi odejść — prosiła go.		1	4					pl	
0bd5939bd7370c7c33db4e39940b9c77ec8a6dd4baf82ef37254b33fa25ba7adddd75fa2b7da572b94340baeaea440632a672da4d4a7e004d7e4a6111d878e43	common_voice_pl_20604449.mp3	5109a054ac8906331697e1a346f7f6fe1109aebf702dfe882e8145683815c58f	Na koniec w przedziale pierwszym znaleźli zwłoki nieszczęśliwej ofiary.		3	6					pl	
0bd5939bd7370c7c33db4e39940b9c77ec8a6dd4baf82ef37254b33fa25ba7adddd75fa2b7da572b94340baeaea440632a672da4d4a7e004d7e4a6111d878e43	common_voice_pl_20604450.mp3	44e212add4fc320b713d396525c7d3ef6b1a0a09b38170a93a68f31b393aefd6	Nie gniewasz się, że on cię przy tym zastąpił? Teraz jest wszystko w porządku.		3	10					pl	
0bd5939bd7370c7c33db4e39940b9c77ec8a6dd4baf82ef37254b33fa25ba7adddd75fa2b7da572b94340baeaea440632a672da4d4a7e004d7e4a6111d878e43	common_voice_pl_20604454.mp3	424157d0a511505252fe83a78af9be862894ea16afbfacaf160fc59f92a2cb7f	Instytucja oświatowa i organizacja pozarządowa posiadająca status organizacji pożytku publicznego.		2	7					pl	
